FswTime(sec),CurrentYear(year),CurrentMonth(month),CurrentDay(day),CurrentHour(hour),CurrentMinute(min),CurrentSecond(sec),Latitude(rad),Longitude(rad),Altitude(m),RawPrimaryGenericPointData[0](),RawPrimaryGenericPointData[1](),RawPrimaryGenericPointData[2](),RawSecondaryGenericPointData[0](),RawSecondaryGenericPointData[1](),RawSecondaryGenericPointData[2](),Q_B_I[0](1),Q_B_I[1](1),Q_B_I[2](1),Q_B_I[3](1),Q_E_I[0](1),Q_E_I[1](1),Q_E_I[2](1),Q_E_I[3](1),SensedPos_I__GPS[0](m),SensedPos_I__GPS[1](m),SensedPos_I__GPS[2](m),SensedVel_I__GPS[0](m/sec),SensedVel_I__GPS[1](m/sec),SensedVel_I__GPS[2](m/sec),AttitudeError[0](rad),AttitudeError[1](rad),AttitudeError[2](rad),AngVel_B_I[0](rad/sec),AngVel_B_I[1](rad/sec),AngVel_B_I[2](rad/sec),AngVelMag_B_I(rad/sec),LastNewWheelTime__RWA_A(sec),LastNewWheelTime__RWA_B(sec),LastNewWheelTime__RWA_C(sec),SensedWheelSpeed__RWA_A(rad/sec),SensedWheelSpeed__RWA_B(rad/sec),SensedWheelSpeed__RWA_C(rad/sec),WheelCmd__RWA_A(N*m),WheelCmd__RWA_B(N*m),WheelCmd__RWA_C(N*m),DesiredWheelCommand[0](N*m),DesiredWheelCommand[1](N*m),DesiredWheelCommand[2](N*m),WheelSpeedReceived__RWA_A(1),WheelSpeedReceived__RWA_B(1),WheelSpeedReceived__RWA_C(1),WheelTorqueReceived__RWA_A(1),WheelTorqueReceived__RWA_B(1),WheelTorqueReceived__RWA_C(1),TotalTorqueRodCommand[0](A*m^2),TotalTorqueRodCommand[1](A*m^2),TotalTorqueRodCommand[2](A*m^2),Pos_I[0](m),Pos_I[1](m),Pos_I[2](m),Vel_I[0](m/sec),Vel_I[1](m/sec),Vel_I[2](m/sec),ExtrapolatedPos_I[0](m),ExtrapolatedPos_I[1](m),ExtrapolatedPos_I[2](m),ExtrapolatedVel_I[0](m/sec),ExtrapolatedVel_I[1](m/sec),ExtrapolatedVel_I[2](m/sec),SemiMajorAxis(m),Eccentricity(1),Inclination(deg),Raan(deg),ArgPerigee(deg),TrueAnomaly(deg),Mode(),TrackerValid__ST(),GpsTime__GPS(sec),GpsSeconds__GPS(msec),GpsWeek__GPS(),StateOfCharge__BAT(A*hr),PercentSoC__BAT(1),DepthOfDischarge__BAT(1),IncomingCharge__BAT(W),InEclipse(),TotalLoad__BAT(W),IMUAccMag__IMU(m/sec^2),IMUAccUnit__IMU[0](1),IMUAccUnit__IMU[1](1),IMUAccUnit__IMU[2](1),IMURate_B__IMU[0](rad/sec),IMURate_B__IMU[1](rad/sec),IMURate_B__IMU[2](rad/sec),IMURateMag__IMU(rad/sec),IMURateValid__IMU(),LastNewAccTime__IMU(sec),LastNewTrackerTime__ST(sec),TrackerRateMag__ST(rad/sec),TrackerQ_J_ST__ST[0](1),TrackerQ_J_ST__ST[1](1),TrackerQ_J_ST__ST[2](1),TrackerQ_J_ST__ST[3](1),BField_B__TAM[0](T),BField_B__TAM[1](T),BField_B__TAM[2](T),BField_MAG__TAM[0](T),BField_MAG__TAM[1](T),BField_MAG__TAM[2](T),LastNewMagTime__TAM(sec),SunBetaAngle(rad),SunUnit_B[0](1),SunUnit_B[1](1),SunUnit_B[2](1),SunSensorIsGood__MX_SN07_32(),SunSensorIsGood__MXPYPZ_SN07_29(),SunSensorIsGood__MXMYPZ_SN07_29(),SunSensorIsGood__MXMYMZ_SN07_30(),SunSensorIsGood__MXPYMZ_SN07_21(),SunSensorIsGood__PX_SN07_25(),SunSensorIsGood__MXPYPZ_SN07_34(),SunSensorIsGood__PXMYPZ_SN07_33(),SunSensorIsGood__PXMYMZ_SN07_22(),SunSensorIsGood__PXPYMZ_SN07_28(),TrackerDataIsGood__ST(),TrackerRateIsGood__ST(),MagDataIsGood__TAM(),LastNewGpsTime__GPS(sec),AngleToPrimaryTarget(rad),Variant,Run_Batch,date_loaded,date_created,UTC,Longitude(deg),Latitude(deg),TimeDelay,Scenario,Run_Batch_Variant,result_label
165,2025,1,0,12,48,0,-0.163706,1.14637,899876,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.773248,-0.497908,-0.307779,0.243817,0.834089,-0.000667132,0.00101495,-0.551629,7176020.0,-159812.0,-1203570.0,-1235.93,-1022.06,-7224.46,-0.00213348,-0.000150577,-0.00578276,0.00508254,0.00285376,0.00736922,0.00939582,165,165,165,-18.9379,-6.25845,-27.5707,0.00360818,0.000174713,0.00933486,-0.0035799,-0.000186288,-0.00934988,0,0,0,0,0,0,-0.00486517,-0.00358879,0.000833133,7176020.0,-159824.0,-1203570.0,-1235.05,-1021.98,-7224.66,7176020.0,-159812.0,-1203570.0,-1235.93,-1022.06,-7224.46,7277710.0,8.47851e-05,98.0379,-179.919,-51.0813,-119.305,8,1,1419770880,305280,2347,524419,0.807943,0.192057,253.191,0,0.0,0,0,0,0,0.00508254,0.00285376,0.00736922,0.00939582,1,0,164.2,0.00953175,0.809943,0.54771,-0.191399,0.0858654,1.22483e-05,-1.83705e-05,-7.60739e-06,1.22483e-05,1.83705e-05,7.60739e-06,165,-0.991138,-0.570705,-0.0015479,-0.821154,1,0,0,2,2,0,0,0,0,0,1,1,1,165,0.00213879,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:47:42,65.68216276041218,-9.379662880968654,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
166,2025,1,0,12,48,1,-0.164712,1.14615,899873,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.773706,-0.497743,-0.30426,0.247098,0.834109,-0.000667095,0.00101497,-0.551599,7174770.0,-160877.0,-1210800.0,-1243.43,-1021.7,-7223.47,-0.00272349,-0.000607603,-0.00482289,0.00508916,0.00282232,0.00739651,0.00941135,166,166,166,-18.9598,-6.18811,-27.6757,0.00456694,0.00133119,0.00764917,-0.0045385,-0.00134354,-0.00766403,0,0,0,0,0,0,-0.00494702,-0.00358253,0.000802245,7174780.0,-160846.0,-1210800.0,-1242.48,-1021.81,-7223.41,7174770.0,-160877.0,-1210800.0,-1243.43,-1021.7,-7223.47,7277700.0,8.7138e-05,98.0379,-179.919,-51.4198,-118.908,8,1,1419770881,305281,2347,524440,0.807975,0.192025,252.166,0,0.0,0,0,0,0,0.00508916,0.00282232,0.00739651,0.00941135,1,0,165.2,0.00967246,0.808299,0.549456,-0.194545,0.0830828,1.21615e-05,-1.84795e-05,-7.52905e-06,1.21615e-05,1.84795e-05,7.52905e-06,166,-0.991138,-0.568759,-0.000501316,-0.822504,1,0,0,2,2,0,0,0,0,0,1,1,1,166,0.00279044,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:47:43,65.6695576889193,-9.437302435158816,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
167,2025,1,0,12,48,2,-0.165719,1.14593,899869,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.774722,-0.497098,-0.30059,0.249689,0.834129,-0.000667058,0.001015,-0.551568,7173540.0,-161872.0,-1218030.0,-1250.81,-1021.97,-7221.97,-0.00235928,-1.17567e-05,-0.00539434,0.00508901,0.00277831,0.00743324,0.00942709,167,167,167,-18.959,-6.09172,-27.812,0.0040486,-0.000383715,0.0092453,-0.00402054,0.000371393,-0.00925991,0,0,0,0,0,0,-0.00495829,-0.0035531,0.00082989,7173530.0,-161880.0,-1218020.0,-1249.93,-1021.72,-7222.18,7173540.0,-161872.0,-1218030.0,-1250.81,-1021.97,-7221.97,7277780.0,8.41204e-05,98.0385,-179.919,-58.4793,-111.79,8,1,1419770882,305282,2347,524461,0.808007,0.191993,251.152,0,0.0,0,0,0,0,0.00508901,0.00277831,0.00743324,0.00942709,1,0,166.2,0.0093007,0.807027,0.550414,-0.198133,0.0805902,1.20731e-05,-1.85881e-05,-7.45074e-06,1.20731e-05,1.85881e-05,7.45074e-06,167,-0.991128,-0.565967,-0.00110794,-0.824427,1,0,0,2,2,0,0,0,0,0,1,1,1,167,0.00235931,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:47:44,65.65695261742643,-9.49499928512849,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
168,2025,1,0,12,48,3,-0.166726,1.14571,899873,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.775439,-0.49661,-0.297135,0.252554,0.834149,-0.000667021,0.00101502,-0.551538,7172290.0,-162892.0,-1225240.0,-1258.25,-1021.42,-7220.54,-0.00247976,-6.31071e-05,-0.00555893,0.00509139,0.00272557,0.00747973,0.00944973,168,168,168,-18.9662,-5.97477,-27.9855,0.00405346,-8.30281e-05,0.00923692,-0.00402559,7.04213e-05,-0.00925129,0,0,0,0,0,0,-0.00499322,-0.00352454,0.000822529,7172280.0,-162897.0,-1225250.0,-1257.31,-1021.53,-7220.93,7172290.0,-162892.0,-1225240.0,-1258.25,-1021.42,-7220.54,7277800.0,7.8866e-05,98.0382,-179.919,-59.2351,-110.976,8,1,1419770883,305283,2347,524482,0.80804,0.19196,250.154,0,0.0,0,0,0,0,0.00509139,0.00272557,0.00747973,0.00944973,1,0,167.2,0.0091443,0.805632,0.551658,-0.201375,0.077963,1.19827e-05,-1.86965e-05,-7.37276e-06,1.19827e-05,1.86965e-05,7.37276e-06,168,-0.991132,-0.563752,-0.00108555,-0.825943,1,0,0,2,2,0,0,0,0,0,1,1,1,168,0.00248056,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:47:45,65.64434754593354,-9.552696135098165,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
169,2025,1,0,12,48,4,-0.167732,1.1455,899875,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.776181,-0.496019,-0.293737,0.255395,0.834169,-0.000666984,0.00101505,-0.551508,7171040.0,-163898.0,-1232450.0,-1265.34,-1021.55,-7219.64,-0.00245461,-0.000172308,-0.00592713,0.00509159,0.00268067,0.00753045,0.00947724,169,169,169,-18.9659,-5.87489,-28.1746,0.00393555,-1.8726e-05,0.00971628,-0.00390777,5.93628e-06,-0.00973051,0,0,0,0,0,0,-0.00503073,-0.00349919,0.000820416,7171030.0,-163914.0,-1232460.0,-1264.7,-1021.33,-7219.63,7171040.0,-163898.0,-1232450.0,-1265.34,-1021.55,-7219.64,7277730.0,8.21723e-05,98.038,-179.919,-51.6146,-118.538,8,1,1419770884,305284,2347,524503,0.808072,0.191928,249.172,0,0.0,0,0,0,0,0.00509159,0.00268067,0.00753045,0.00947724,1,0,168.2,0.0090586,0.804291,0.552803,-0.204584,0.0752974,1.18903e-05,-1.88049e-05,-7.29507e-06,1.18903e-05,1.88049e-05,7.29507e-06,169,-0.991135,-0.561618,-0.00129733,-0.827395,1,0,0,2,2,0,0,0,0,0,1,1,1,169,0.00246065,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:47:46,65.6323154322358,-9.610335689288323,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
170,2025,1,0,12,48,5,-0.168738,1.14528,899875,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.777005,-0.495422,-0.289786,0.258543,0.834189,-0.000666947,0.00101507,-0.551477,7169740.0,-164927.0,-1239700.0,-1272.9,-1021.32,-7218.21,-0.00187451,0.00035825,-0.00536025,0.00507968,0.00261869,0.00756842,0.00948376,170,170,170,-18.9218,-5.73849,-28.3184,0.00337111,-0.000214402,0.00918999,-0.00334365,0.000201427,-0.00920393,0,0,0,0,0,0,-0.00509145,-0.00349988,0.000850064,7169760.0,-164928.0,-1239680.0,-1272.11,-1021.11,-7218.33,7169740.0,-164927.0,-1239700.0,-1272.9,-1021.32,-7218.21,7277670.0,8.64851e-05,98.0377,-179.919,-46.84,-123.255,8,1,1419770885,305285,2347,524524,0.808104,0.191896,248.206,0,0.0,0,0,0,0,0.00507968,0.00261869,0.00756842,0.00948376,1,0,169.2,0.010306,0.8027,0.55412,-0.208293,0.0723763,1.17957e-05,-1.8913e-05,-7.2178e-06,1.17957e-05,1.8913e-05,7.2178e-06,170,-0.991141,-0.558988,-0.00144302,-0.829175,0,0,0,2,2,0,0,0,0,0,1,1,1,170,0.00190843,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:47:47,65.61971036074293,-9.667975243478486,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
171,2025,1,0,12,48,6,-0.169746,1.14506,899869,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.777541,-0.494948,-0.286372,0.261625,0.834209,-0.00066691,0.00101509,-0.551447,7168490.0,-165956.0,-1246910.0,-1280.7,-1021.09,-7217.0,-0.00209562,5.2891e-05,-0.00525767,0.00507544,0.00257686,0.00760704,0.00950092,171,171,171,-18.9038,-5.64466,-28.4631,0.00361828,7.52562e-05,0.00864233,-0.00359078,-8.86276e-05,-0.00865615,0,0,0,0,0,0,-0.00513884,-0.00346885,0.000820484,7168480.0,-165950.0,-1246910.0,-1279.58,-1020.94,-7217.1,7168490.0,-165956.0,-1246910.0,-1280.7,-1021.09,-7217.0,7277790.0,8.25882e-05,98.0376,-179.919,-58.6035,-111.433,8,1,1419770886,305286,2347,524545,0.808135,0.191865,247.259,0,0.0,0,0,0,0,0.00507544,0.00257686,0.00760704,0.00950092,1,0,170.2,0.0093102,0.80118,0.5555,-0.211397,0.0695797,1.16993e-05,-1.90207e-05,-7.14107e-06,1.16993e-05,1.90207e-05,7.14107e-06,171,-0.991141,-0.557075,-0.00118875,-0.830462,1,0,0,2,2,0,0,0,0,0,1,1,1,171,0.00209629,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:47:48,65.60710528925004,-9.725729389227672,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
172,2025,1,0,12,48,7,-0.170752,1.14484,899873,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.778151,-0.494199,-0.282886,0.264999,0.834229,-0.000666873,0.00101512,-0.551416,7167200.0,-166959.0,-1254100.0,-1288.16,-1020.76,-7215.56,-0.00160579,-0.000478902,-0.00485207,0.00506118,0.00254937,0.00763402,0.00950753,172,172,172,-18.8508,-5.58312,-28.5657,0.00274459,0.000626179,0.00785234,-0.002717,-0.000639718,-0.00786611,0,0,0,0,0,0,-0.00520307,-0.00346179,0.000828869,7167200.0,-166971.0,-1254120.0,-1286.95,-1020.77,-7215.8,7167200.0,-166959.0,-1254100.0,-1288.16,-1020.76,-7215.56,7277770.0,7.97443e-05,98.0377,-179.919,-55.6644,-114.314,8,1,1419770887,305287,2347,524565,0.808167,0.191833,246.323,0,0.0,0,0,0,0,0.00506118,0.00254937,0.00763402,0.00950753,1,0,171.2,0.00989243,0.79968,0.556822,-0.214602,0.0663868,1.16012e-05,-1.91281e-05,-7.06463e-06,1.16012e-05,1.91281e-05,7.06463e-06,172,-0.991141,-0.55539,-0.00135827,-0.831589,1,0,0,2,2,0,0,0,0,0,1,1,1,172,0.00167568,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:47:49,65.59450021775717,-9.783368943417832,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
173,2025,1,0,12,48,8,-0.171758,1.14462,899871,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.778663,-0.493889,-0.27958,0.267567,0.834249,-0.000666836,0.00101514,-0.551386,7165890.0,-168006.0,-1261340.0,-1295.5,-1020.62,-7214.1,-0.0024389,-0.000270462,-0.0056134,0.00506253,0.00251069,0.00767433,0.00953038,173,173,173,-18.8525,-5.49836,-28.7149,0.00452345,0.00053628,0.00960909,-0.0044962,-0.000550248,-0.00962249,0,0,0,0,0,0,-0.00521154,-0.00340757,0.000801965,7165910.0,-167989.0,-1261330.0,-1294.37,-1020.58,-7214.45,7165890.0,-168006.0,-1261340.0,-1295.5,-1020.62,-7214.1,7277670.0,8.81187e-05,98.0376,-179.919,-48.6243,-121.296,8,1,1419770888,305288,2347,524586,0.808199,0.191801,245.396,0,0.0,0,0,0,0,0.00506253,0.00251069,0.00767433,0.00953038,1,0,172.2,0.00845788,0.798204,0.55804,-0.217605,0.0641046,1.15014e-05,-1.92349e-05,-6.98845e-06,1.15014e-05,1.92349e-05,6.98845e-06,173,-0.991142,-0.553124,-0.00107226,-0.833098,1,0,0,2,2,0,0,0,0,0,1,1,1,173,0.00245385,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:47:50,65.58189514626429,-9.841008497607993,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
174,2025,1,0,12,48,9,-0.172765,1.1444,899865,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.779469,-0.493107,-0.275734,0.270638,0.834269,-0.000666799,0.00101517,-0.551356,7164600.0,-169013.0,-1268540.0,-1302.82,-1020.17,-7212.96,-0.00167873,0.000224806,-0.00552657,0.0050537,0.00245996,0.00771789,0.00954763,174,174,174,-18.8201,-5.38677,-28.8781,0.00310969,-0.000663089,0.00926479,-0.00308276,0.000649119,-0.00927797,0,0,0,0,0,0,-0.00525208,-0.00339362,0.000834129,7164600.0,-169017.0,-1268550.0,-1301.81,-1020.45,-7213.16,7164600.0,-169013.0,-1268540.0,-1302.82,-1020.17,-7212.96,7277730.0,8.78405e-05,98.0379,-179.919,-54.2896,-115.572,8,1,1419770889,305289,2347,524606,0.80823,0.19177,244.483,0,0.0,0,0,0,0,0.0050537,0.00245996,0.00771789,0.00954763,1,0,173.2,0.0100945,0.796658,0.559161,-0.221216,0.0611411,1.13996e-05,-1.93415e-05,-6.91251e-06,1.13996e-05,1.93415e-05,6.91251e-06,174,-0.991137,-0.550643,-0.00164251,-0.834739,0,0,0,2,2,0,0,0,0,0,1,1,1,174,0.00169371,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:47:51,65.56929007477142,-9.898705347577668,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
175,2025,1,0,12,48,10,-0.173772,1.14418,899864,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.77981,-0.492631,-0.272492,0.273787,0.83429,-0.000666762,0.00101519,-0.551325,7163280.0,-170043.0,-1275770.0,-1310.22,-1020.13,-7211.68,-0.00213783,-0.000333069,-0.00552732,0.00505164,0.0024215,0.00775867,0.00956972,175,175,175,-18.8099,-5.30056,-29.031,0.00414931,0.00054975,0.00937897,-0.00412234,-0.00056421,-0.00939202,0,0,0,0,0,0,-0.00530337,-0.00336162,0.000799995,7163300.0,-170036.0,-1275760.0,-1309.23,-1020.27,-7211.86,7163280.0,-170043.0,-1275770.0,-1310.22,-1020.13,-7211.68,7277740.0,8.7294e-05,98.0379,-179.919,-56.0361,-113.767,8,1,1419770890,305290,2347,524626,0.808261,0.191739,243.587,0,0.0,0,0,0,0,0.00505164,0.0024215,0.00775867,0.00956972,1,0,174.2,0.00911588,0.795078,0.560578,-0.224068,0.0582888,1.12959e-05,-1.94477e-05,-6.83701e-06,1.12959e-05,1.94477e-05,6.83701e-06,175,-0.991137,-0.549083,-0.00124729,-0.835767,0,0,0,2,2,0,0,0,0,0,1,1,1,175,0.00216362,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:47:52,65.55668500327853,-9.956402197547344,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
176,2025,1,0,12,48,11,-0.174779,1.14396,899859,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.780527,-0.491826,-0.268765,0.276858,0.83431,-0.000666725,0.00101522,-0.551295,7161980.0,-171059.0,-1282960.0,-1317.56,-1020.13,-7210.34,-0.00148546,1.682e-06,-0.00559418,0.00504009,0.00237767,0.0078011,0.00958712,176,176,176,-18.7671,-5.20428,-29.1895,0.00271461,-0.000388868,0.00889476,-0.00268793,0.000374409,-0.00890759,0,0,0,0,0,0,-0.00533778,-0.00334044,0.000826174,7161980.0,-171059.0,-1282970.0,-1316.67,-1020.12,-7210.56,7161980.0,-171059.0,-1282960.0,-1317.56,-1020.13,-7210.34,7277800.0,8.74035e-05,98.038,-179.919,-61.5983,-108.147,8,1,1419770891,305291,2347,524647,0.808293,0.191707,242.703,0,0.0,0,0,0,0,0.00504009,0.00237767,0.0078011,0.00958712,1,0,175.2,0.00989705,0.793527,0.56168,-0.227533,0.0553107,1.11902e-05,-1.95535e-05,-6.76175e-06,1.11902e-05,1.95535e-05,6.76175e-06,176,-0.991135,-0.546806,-0.00181524,-0.837257,1,0,0,2,2,0,0,0,0,0,1,1,1,176,0.00148546,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:47:53,65.54407993178566,-10.014099047517014,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
177,2025,1,0,12,48,12,-0.175784,1.14374,899858,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.780984,-0.491408,-0.264956,0.279964,0.83433,-0.000666688,0.00101524,-0.551264,7160650.0,-172077.0,-1290170.0,-1325.03,-1020.06,-7209.0,-0.00161613,0.000557731,-0.00519945,0.00502748,0.00231158,0.00782972,0.00958767,177,177,177,-18.7186,-5.05886,-29.2984,0.00325489,-0.000984153,0.00835504,-0.00322866,0.000969257,-0.00836749,0,0,0,0,0,0,-0.00539392,-0.00332172,0.000825751,7160660.0,-172079.0,-1290180.0,-1324.07,-1019.94,-7209.18,7160650.0,-172077.0,-1290170.0,-1325.03,-1020.06,-7209.0,7277700.0,9.36792e-05,98.038,-179.919,-54.4381,-115.249,8,1,1419770892,305292,2347,524667,0.808324,0.191676,241.837,0,0.0,0,0,0,0,0.00502748,0.00231158,0.00782972,0.00958767,1,0,176.2,0.00990667,0.791717,0.563119,-0.230915,0.052527,1.10827e-05,-1.96588e-05,-6.68713e-06,1.10827e-05,1.96588e-05,6.68713e-06,177,-0.991135,-0.544385,-0.00147631,-0.838834,1,0,0,2,2,0,0,0,0,0,1,1,1,177,0.00170966,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:47:54,65.53147486029278,-10.071681305927664,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
178,2025,1,0,12,48,13,-0.17679,1.14352,899853,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.781441,-0.490578,-0.261632,0.283251,0.83435,-0.000666651,0.00101526,-0.551234,7159320.0,-173103.0,-1297380.0,-1332.26,-1019.82,-7207.68,-0.00128015,-1.09624e-05,-0.00525361,0.00501196,0.00226908,0.00785969,0.00959392,178,178,178,-18.6601,-4.96325,-29.4106,0.002838,0.000157256,0.00854262,-0.00281173,-0.000172272,-0.00855503,0,0,0,0,0,0,-0.00543808,-0.00329195,0.000814498,7159330.0,-173099.0,-1297380.0,-1331.49,-1019.76,-7207.82,7159320.0,-173103.0,-1297380.0,-1332.26,-1019.82,-7207.68,7277660.0,9.9866e-05,98.0381,-179.919,-52.2733,-117.355,8,1,1419770893,305293,2347,524687,0.808355,0.191645,240.991,0,0.0,0,0,0,0,0.00501196,0.00226908,0.00785969,0.00959392,1,0,177.2,0.00953907,0.790186,0.564324,-0.2339,0.0493586,1.09734e-05,-1.97635e-05,-6.61314e-06,1.09734e-05,1.97635e-05,6.61314e-06,178,-0.991134,-0.542938,-0.00177734,-0.839771,0,0,0,2,2,0,0,0,0,0,1,1,1,178,0.0012802,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:47:55,65.5188697887999,-10.129320860117824,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
179,2025,1,0,12,48,14,-0.177797,1.1433,899852,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.781594,-0.490388,-0.258152,0.286335,0.83437,-0.000666614,0.00101529,-0.551203,7158010.0,-174125.0,-1304590.0,-1339.75,-1019.71,-7206.09,-0.00225685,0.000117881,-0.00499553,0.00501685,0.00222685,0.00788536,0.00960763,179,179,179,-18.6745,-4.87019,-29.5076,0.00460215,-0.000323561,0.00816304,-0.00457613,0.000307761,-0.00817513,0,0,0,0,0,0,-0.00548466,-0.00325313,0.000773018,7157990.0,-174121.0,-1304590.0,-1338.9,-1019.6,-7206.46,7158010.0,-174125.0,-1304590.0,-1339.75,-1019.71,-7206.09,7277640.0,0.000101104,98.0382,-179.919,-51.668,-117.902,8,1,1419770894,305294,2347,524707,0.808386,0.191614,240.159,0,0.0,0,0,0,0,0.00501685,0.00222685,0.00788536,0.00960763,1,0,178.2,0.0093135,0.788315,0.565937,-0.236838,0.0467228,1.08625e-05,-1.98677e-05,-6.53948e-06,1.08625e-05,1.98677e-05,6.53948e-06,179,-0.991132,-0.540944,-0.00080449,-0.841059,0,0,0,2,2,0,0,0,0,0,1,1,1,179,0.00225992,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:47:56,65.50626471730702,-10.1870177100875,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
180,2025,1,0,12,48,15,-0.178803,1.14308,899858,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.782343,-0.489414,-0.254516,0.289196,0.83439,-0.000666577,0.00101531,-0.551173,7156660.0,-175139.0,-1311800.0,-1347.1,-1019.3,-7204.71,-0.00144422,0.000612606,-0.00571573,0.00500811,0.0021659,0.00792489,0.00962166,180,180,180,-18.6427,-4.7362,-29.6539,0.00318564,-0.000992584,0.00960823,-0.00316017,0.000977013,-0.00962007,0,0,0,0,0,0,-0.00549092,-0.00321813,0.00081102,7156660.0,-175142.0,-1311800.0,-1346.25,-1019.43,-7205.13,7156660.0,-175139.0,-1311800.0,-1347.1,-1019.3,-7204.71,7277670.0,9.39425e-05,98.0383,-179.919,-51.1642,-118.348,8,1,1419770895,305295,2347,524727,0.808416,0.191584,239.343,0,0.0,0,0,0,0,0.00500811,0.0021659,0.00792489,0.00962166,1,0,179.2,0.00957244,0.786843,0.566781,-0.240246,0.0438213,1.07498e-05,-1.99713e-05,-6.46608e-06,1.07498e-05,1.99713e-05,6.46608e-06,180,-0.991131,-0.538674,-0.00186388,-0.842512,0,0,0,2,2,0,0,0,0,0,1,1,1,180,0.00156877,1_180.0_0,Firesat_Baseline,2025-08-29 03:55:48.252,2025-08-29 03:55:48.115,2069-12-25 12:47:57,65.49365964581415,-10.244657264277658,180.0,baseline,Firesat_Baseline_1_180.0_0,baseline
